,Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,Birth Month
216,209,Daniel Gore,ENG,MF,Manchester Utd,19,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,February
217,210,Ryan Gravenberch,NED,MF,Liverpool,21,2002,10.1,0,17,7,41.2,1.69,0.7,0,0,20.5,0,0,0,1.6,1.6,0.09,-1.6,-1.6,Matches,October
218,211,Ivo Grbić,CRO,GK,Sheffield Utd,28,1996,6.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,June
219,212,Jack Grealish,ENG,FW,Manchester City,28,1995,10.2,3,22,5,22.7,2.16,0.49,0.14,0.6,16.1,0,0,0,2.1,2.1,0.09,0.9,0.9,Matches,February
220,213,Pascal Groß,GER,"MF,DF",Brighton,32,1991,27.6,4,45,15,33.3,1.63,0.54,0.07,0.2,19.6,4,1,1,5.4,4.6,0.1,-1.4,-1.6,Matches,November
221,214,Marc Guéhi,ENG,DF,Crystal Palace,23,2000,21.2,0,5,0,0,0.24,0,0,,9.7,0,0,0,0.6,0.6,0.13,-0.6,-0.6,Matches,December
222,215,Bruno Guimarães,BRA,MF,Newcastle Utd,26,1997,29.3,4,36,11,30.6,1.23,0.38,0.11,0.36,18.3,0,0,0,3.2,3.2,0.09,0.8,0.8,Matches,April
223,216,Malo Gusto,FRA,DF,Chelsea,20,2003,17,0,11,2,18.2,0.65,0.12,0,0,18.8,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches,October
224,217,Joško Gvardiol,CRO,DF,Manchester City,22,2002,18.9,0,21,7,33.3,1.11,0.37,0,0,17.8,0,0,0,1.4,1.4,0.07,-1.4,-1.4,Matches,June
225,218,Erling Haaland,NOR,FW,Manchester City,23,2000,23.4,19,93,41,44.1,3.98,1.76,0.17,0.39,11.5,1,3,4,21.8,18.7,0.2,-2.8,-2.7,Matches,December
226,219,Antwoine Hackford,ENG,FW,Sheffield Utd,20,2004,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,August
227,220,Lewis Hall,ENG,DF,Newcastle Utd,19,2004,3.5,0,1,1,100,0.29,0.29,0,0,20.2,0,0,0,0,0,0.02,0,0,Matches,January
228,221,Gustavo Hamer,NED,MF,Sheffield Utd,26,1997,25.6,3,38,9,23.7,1.48,0.35,0.08,0.33,23.5,4,0,0,2.4,2.4,0.06,0.6,0.6,Matches,November
229,222,Luke Harris,WAL,MF,Fulham,19,2005,0.8,0,1,1,100,1.2,1.2,0,0,11.2,0,0,0,0.3,0.3,0.28,-0.3,-0.3,Matches,August
230,223,Jack Harrison,ENG,"MF,FW",Everton,27,1996,20.1,3,26,8,30.8,1.29,0.4,0.12,0.38,17.5,1,0,0,3.2,3.2,0.12,-0.2,-0.2,Matches,April
231,224,Daiki Hashioka,JPN,DF,Luton Town,24,1999,3.7,0,2,0,0,0.55,0,0,,18.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,October
232,225,Kai Havertz,GER,"MF,FW",Arsenal,24,1999,22.5,9,44,15,34.1,1.96,0.67,0.18,0.53,12.1,0,1,1,8.9,8.1,0.18,0.1,-0.1,Matches,November
233,Rk,Player,N,Pos,Squad,,,,,,,,,,,,,,,,,,,,,Matches,
234,226,Jan Paul van Hecke,NED,DF,Brighton,23,2000,24.3,0,15,6,40,0.62,0.25,0,0,11.3,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches,October
235,227,Hwang Hee-chan,KOR,"FW,MF",Wolves,28,1996,18,10,35,12,34.3,1.94,0.67,0.26,0.75,12.6,0,1,1,6.3,5.6,0.16,3.7,3.4,Matches,June
236,228,Dean Henderson,ENG,GK,Crystal Palace,27,1997,11,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,August
237,229,Rico Henry,ENG,DF,Brentford,26,1997,4.5,0,2,0,0,0.45,0,0,,19.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,December
238,230,Son Heung-min,KOR,FW,Tottenham,31,1992,26,15,70,32,45.7,2.69,1.23,0.2,0.44,15.1,0,1,1,9.3,8.5,0.12,5.7,5.5,Matches,December
239,231,Aaron Hickey,SCO,DF,Brentford,21,2002,7.9,0,7,1,14.3,0.88,0.13,0,0,25.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,October
240,232,James Hill,ENG,DF,Bournemouth,22,2002,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,June
241,233,Jack Hinshelwood,ENG,DF,Brighton,18,2005,9.7,3,14,8,57.1,1.45,0.83,0.21,0.38,9.2,0,0,0,1.9,1.9,0.14,1.1,1.1,Matches,August
242,234,Mason Holgate,ENG,DF,Sheffield Utd,27,1996,4.9,0,2,0,0,0.41,0,0,,7.1,0,0,0,0.4,0.4,0.22,-0.4,-0.4,Matches,March
243,235,Callum Hudson-Odoi,ENG,"FW,MF",Nott'ham Forest,23,2000,14.8,5,23,13,56.5,1.55,0.88,0.22,0.38,17.6,1,0,0,1.8,1.8,0.08,3.2,3.2,Matches,March
244,236,Will Hughes,ENG,MF,Crystal Palace,28,1995,16.4,0,4,2,50,0.24,0.12,0,0,18.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,September
245,237,Pierre Højbjerg,DEN,MF,Tottenham,28,1995,11.9,0,15,5,33.3,1.26,0.42,0,0,26.9,2,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches,January
246,238,Rasmus Højlund,DEN,FW,Manchester Utd,21,2003,19,7,31,16,51.6,1.63,0.84,0.23,0.44,11.4,0,0,0,6.7,6.7,0.22,0.3,0.3,Matches,June
247,239,Igor,BRA,DF,Brighton,26,1998,12.1,0,4,0,0,0.33,0,0,,22.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,July
248,240,Danny Ings,ENG,FW,West Ham,31,1992,2.9,1,9,3,33.3,3.06,1.02,0.11,0.33,13.4,0,0,0,1.1,1.1,0.13,-0.1,-0.1,Matches,December
249,241,Tim Iroegbunam,ENG,MF,Aston Villa,20,2003,1.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches,November
